resume_id,resume_text,resume_skills_norm,resume_titles_norm,resume_years_experience
2082_ca1d5a,"machine learning engineer, cloud platforms engineer. machine learning engineer with 1.0 years of experience building scalable systems. worked on real-time analytics. strong background in kubernetes, typescript, javascript, gcp, mongodb. delivered high-impact solutions using modern engineering practices. technical skills: kubernetes, typescript, javascript, gcp, mongodb, pytorch, ci/cd, postgresql, java, python, swift. education: m.sc computer science & engineering, big data analytics. expertise includes: machine learning model training, system architecture design, managed database structures.","['kubernetes', 'typescript', 'javascript', 'gcp', 'mongodb', 'pytorch', 'ci/cd', 'postgresql', 'java', 'python', 'swift']","['machine learning engineer', 'cloud platforms engineer']",1.0
2083_2e4ae0,"cybersecurity analyst. cybersecurity analyst with 7.63 years of experience building scalable systems. worked on real-time analytics. strong background in python, graphql, redis, swift, azure. delivered high-impact solutions using modern engineering practices. technical skills: python, graphql, redis, swift, azure, terraform, javascript, postgresql, docker, spring, gcp. education: bachelor of science in computer science, department of mathematics. expertise includes: continuous integration deployment (ci/cd), agile methodologies, scrum, managed database structures.","['python', 'graphql', 'redis', 'swift', 'azure', 'terraform', 'javascript', 'postgresql', 'docker', 'spring', 'gcp']",['cybersecurity analyst'],7.63
2084_0acff5,"ai engineer, fintech engineer. ai engineer with 1.81 years of experience building scalable systems. worked on secure platforms. strong background in docker, typescript, spring, microservices, graphql. delivered high-impact solutions using modern engineering practices. technical skills: docker, typescript, spring, microservices, graphql, pytorch, kotlin, javascript, node.js, java. education: b.s. information technology, software engineering. expertise includes: managed database structures, cloud infrastructure provisioning, agile methodologies, scrum.","['docker', 'typescript', 'spring', 'microservices', 'graphql', 'pytorch', 'kotlin', 'javascript', 'node.js', 'java']","['ai engineer', 'fintech engineer']",1.81
2085_c53aaf,"mobile app developer, ai systems developer. mobile app developer with 6.53 years of experience building scalable systems. worked on ml pipelines. strong background in redis, kafka, go, microservices, scikit-learn. delivered high-impact solutions using modern engineering practices. technical skills: redis, kafka, go, microservices, scikit-learn, linux, django, tensorflow, ci/cd. education: master of science, artificial intelligence and data science. expertise includes: system architecture design, machine learning model training, data pipeline orchestration.","['redis', 'kafka', 'go', 'microservices', 'scikit-learn', 'linux', 'django', 'tensorflow', 'ci/cd']","['mobile app developer', 'ai systems developer']",6.53
2086_e90a15,"blockchain developer, fintech developer. blockchain developer with 4.22 years of experience building scalable systems. worked on cloud-native apps. strong background in terraform, redis, postgresql, git, django. delivered high-impact solutions using modern engineering practices. technical skills: terraform, redis, postgresql, git, django, swift. education: b.s. information technology, software engineering. expertise includes: data pipeline orchestration, managed database structures, restful api development, microservices.","['terraform', 'redis', 'postgresql', 'git', 'django', 'swift']","['blockchain developer', 'fintech developer']",4.22
2087_f6706a,"blockchain developer, healthtech developer. blockchain developer with 9.39 years of experience building scalable systems. worked on secure platforms. strong background in azure, flask, scikit-learn, mongodb, swift. delivered high-impact solutions using modern engineering practices. technical skills: azure, flask, scikit-learn, mongodb, swift, gcp, node.js, ci/cd, c#, aws. education: m.sc computer science & engineering, big data analytics. expertise includes: continuous integration deployment (ci/cd), cloud infrastructure provisioning, developed algorithm optimization.","['azure', 'flask', 'scikit-learn', 'mongodb', 'swift', 'gcp', 'node.js', 'ci/cd', 'c#', 'aws']","['blockchain developer', 'healthtech developer']",9.39
2088_ea610c,"data engineer, cloud platforms engineer. data engineer with 5.06 years of experience building scalable systems. worked on distributed systems. strong background in redis, git, rest apis, graphql, django. delivered high-impact solutions using modern engineering practices. technical skills: redis, git, rest apis, graphql, django, javascript, rust, angular, swift, sql. education: master of science, artificial intelligence and data science. expertise includes: data pipeline orchestration, continuous integration deployment (ci/cd), agile methodologies, scrum.","['redis', 'git', 'rest apis', 'graphql', 'django', 'javascript', 'rust', 'angular', 'swift', 'sql']","['data engineer', 'cloud platforms engineer']",5.06
2089_08707a,"ai engineer, cloud platforms engineer. ai engineer with 8.06 years of experience building scalable systems. worked on cloud-native apps. strong background in angular, aws, linux, git, node.js. delivered high-impact solutions using modern engineering practices. technical skills: angular, aws, linux, git, node.js, kafka, java. education: m.sc computer science & engineering, big data analytics. expertise includes: machine learning model training, cloud infrastructure provisioning, continuous integration deployment (ci/cd).","['angular', 'aws', 'linux', 'git', 'node.js', 'kafka', 'java']","['ai engineer', 'cloud platforms engineer']",8.06
2090_1a2e5f,"machine learning engineer, healthtech engineer. machine learning engineer with 3.58 years of experience building scalable systems. worked on ml pipelines. strong background in kotlin, pandas, sql, git, java. delivered high-impact solutions using modern engineering practices. technical skills: kotlin, pandas, sql, git, java, gcp, terraform, kubernetes, go, c#, flask, typescript. education: b.s. information technology, software engineering. expertise includes: machine learning model training, developed algorithm optimization, continuous integration deployment (ci/cd).","['kotlin', 'pandas', 'sql', 'git', 'java', 'gcp', 'terraform', 'kubernetes', 'go', 'c#', 'flask', 'typescript']","['machine learning engineer', 'healthtech engineer']",3.58
2091_507c1f,"cloud engineer, gaming engineer. cloud engineer with 9.67 years of experience building scalable systems. worked on distributed systems. strong background in java, terraform, kubernetes, python, kafka. delivered high-impact solutions using modern engineering practices. technical skills: java, terraform, kubernetes, python, kafka, microservices, flask, node.js, docker, pandas, graphql. education: master of science, artificial intelligence and data science. expertise includes: managed database structures, cloud infrastructure provisioning, front-end and back-end integration.","['java', 'terraform', 'kubernetes', 'python', 'kafka', 'microservices', 'flask', 'node.js', 'docker', 'pandas', 'graphql']","['cloud engineer', 'gaming engineer']",9.67
2092_40de9e,"full stack developer, healthtech developer. full stack developer with 10.57 years of experience building scalable systems. worked on distributed systems. strong background in spring, typescript, numpy, kubernetes, graphql. delivered high-impact solutions using modern engineering practices. technical skills: spring, typescript, numpy, kubernetes, graphql, redis. education: bachelor of engineering, information systems. expertise includes: managed database structures, front-end and back-end integration, data pipeline orchestration.","['spring', 'typescript', 'numpy', 'kubernetes', 'graphql', 'redis']","['full stack developer', 'healthtech developer']",10.57
